#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
6591,UA2110005002,Demechi,Демечі,сільські населені пункти (СНП),,UA2110005,Velykodobronska,Великодобронська,Великодобронская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,399,Census 2001,22.32963393,48.42675006,1,399
6726,UA4608005013,Deshychi,Дешичі,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,370,Census 2001,22.93702009,49.65280549,1,370
6568,UA4606039014,Deviatyr,Дев'ятир,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,196,Census 2001,23.49014623,50.21317786,1,196
6896,UA0702001003,Dihtiv,Дігтів,сільські населені пункти (СНП),,UA0702001,Volodymyr-Volynska,Володимир-Волинська,Владимир-Волынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,341,Census 2001,24.22047719,50.75350211,1,341
7635,UA2102019005,Diula,Дюла,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1421,Census 2001,23.06967073,48.03266298,1,1421
6998,UA1202001001,Dnipro,Дніпро,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA1202001,Dniprovska,Дніпровська,Днепровская,міська ОТГ,UA1202,Dniprovskyi,Дніпровський,Днипровский,район,,UA12,Dnipropetrovska,Дніпропетровська,Днепропетровская,область,997754,Census 2001,35.00652189,48.465493,3,5987
7047,UA2108011004,Dobrik,Добрік,сільські населені пункти (СНП),,UA2108011,Solotvynska,Солотвинська,Солотвинская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1106,Census 2001,23.90059626,48.01053501,1,1106
7067,UA4608005001,Dobromyl,Добромиль,міста,"місто районного значення, центр міської ОТГ",UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,4457,Census 2001,22.78964762,49.57257213,1,4457
7277,UA2110009003,Domashyn,Домашин,сільські населені пункти (СНП),,UA2110009,Kostrynska,Костринська,Костринская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,550,Census 2001,22.55005112,48.96598773,1,550
7135,UA2110001005,Dovhe Pole,Довге Поле,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,597,Census 2001,22.34158718,48.52475619,1,597
7363,UA7304009003,Dranytsia,Драниця,сільські населені пункти (СНП),,UA7304009,Mamalyhivska,Мамалигівська,Мамалыговская,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1761,Census 2001,26.53293057,48.22731206,1,1761
7379,UA4602003001,Drohobych,Дрогобич,міста,"центр району, місто обласного значення, центр міської ОТГ",UA4602003,Drohobytska,Дрогобицька,Дрогобычская,міська ОТГ,UA4602,Drohobytskyi,Дрогобицький,Дрогобычский,район,,UA46,Lvivska,Львівська,Львовская,область,77080,Census 2001,23.51052784,49.3523503,2,19270
7381,UA4614011025,Drohomyshl,Дрогомишль,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,1175,Census 2001,23.2792113,50.04853419,1,1175
7392,UA2102011006,Drotyntsi,Дротинці,сільські населені пункти (СНП),,UA2102011,Vynohradivska,Виноградівська,Виноградовская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2000,Census 2001,22.98348377,48.1044898,1,2000
7390,UA4608005014,Drozdovychi,Дроздовичі,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,483,Census 2001,22.87186098,49.69712196,1,483
7405,UA5114015021,Druzhba,Дружба,сільські населені пункти (СНП),,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,18,Census 2001,30.0384035,46.8578305,1,18
7561,UA4606039015,Dubrivka,Дубрівка,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,282,Census 2001,23.61204183,50.18370854,1,282
7556,UA2110007001,Dubrynychi,Дубриничі,сільські населені пункти (СНП),центр сільської ОТГ,UA2110007,Dubrynytska-Malobereznianska,Дубриницько-Малоберезнянс,Дубриничско-Малоберезнянс,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2154,Census 2001,22.48870334,48.80413558,1,2154
